Region,City,AreaName,BlockNo.,LotNo.,Classification,DealDate,DealNo.,AreaInSquareMeters,PricePerSquareMeters,DealPrice
منطقة الجوف,طبرجل,"حي/بسيطاء",مخطط/2732 لوحه 21 فى/ 8/ 5/ 1410, قطعة 52,تجاري,1/21/2019,8008375,1000000,0.1,100000
منطقة الجوف,طبرجل,"حي/بسيطاء",مخطط/2732 لوحه 24 فى 15/ 1/ 1414, قطعة 948,تجاري,1/9/2019,7964781,1000000,0.05,50000
منطقة الجوف,طبرجل,"حي/بسيطاء",مخطط/2732 لوحه 24 فى 15/ 1/ 1414, قطعة 950,تجاري,1/9/2019,7964496,1000000,0.05,50000
منطقة الرياض,الافلاج,حي/الغيل,مخطط/أخرى, قطعة بدون,سكني,1/30/2019,8048854,418191,0.3347,140000
منطقة الرياض,الافلاج,حي/شرق السيح,مخطط/83, قطعة 7,سكني,1/2/2019,7937942,54277,1.1054,60000
منطقة الرياض,البديع الجنوبي,حي/أخرى,مخطط/أخرى, قطعة 1,سكني,1/14/2019,7959383,10000,5,50000
منطقة الرياض,البديع الجنوبي,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,1/7/2019,7953646,303878,2.6326,800000
منطقة الرياض,البديع الجنوبي,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,1/14/2019,7959478,10000,5,50000
منطقة الرياض,البديع الجنوبي,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,1/21/2019,8005384,240000,0.125,30000
منطقة الرياض,البديع الجنوبي,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,1/21/2019,8007318,1000117,0.0999,100000
منطقة الرياض,البديع الجنوبي,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,1/21/2019,8008045,650000,0.1538,100000
منطقة الرياض,البديع الجنوبي,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,1/21/2019,8009668,650000,0.1538,100000
منطقة الرياض,البديع الجنوبي,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,1/28/2019,8038103,55200,0.7246,40000
منطقة الرياض,البديع الجنوبي,حي/الرزيقية,مخطط/أخرى, قطعة بدون,سكني,1/21/2019,8009965,52371,0.9547,50000
منطقة الرياض,الخرج,حي/أخرى,مخطط/أخرى, قطعة 2,سكني,1/13/2019,7975652,50010,1.9996,100000
منطقة الرياض,الخرج,حي/أخرى,مخطط/أخرى, قطعة 2,سكني,1/13/2019,7976243,50010,19.996,1000000
منطقة الرياض,الخرج,حي/أخرى,مخطط/أخرى, قطعة 2,سكني,1/28/2019,8038256,50010,18.9962,950000
منطقة الرياض,الخرج,حي/أخرى,مخطط/أخرى, قطعة 4/أ,سكني,1/29/2019,8042961,15400,61.8519,952520
منطقة الرياض,الخرج,حي/استراحات الريحان على طريق حرض,مخطط/أخرى, قطعة 430,سكني,1/1/2019,7933505,17800,11.2359,200000
منطقة الرياض,الخرج,حي/البدع,مخطط/أخرى, قطعة 1,سكني,1/9/2019,7947586,34870.18,42.4035,1478618
منطقة الرياض,الخرج,حي/السلمية,مخطط/أخرى, قطعة بدون,سكني,1/28/2019,8036798,2520,39.6825,100000
منطقة الرياض,الخرج,حي/العفجة,مخطط/أخرى, قطعة 281,سكني,1/29/2019,8042898,5000,70,350000
منطقة الرياض,الخرج,حي/العفجه,مخطط/أخرى, قطعة 1218,سكني,1/17/2019,7999091,5000,144,720000
منطقة الرياض,الخرج,حي/العفجه,مخطط/أخرى, قطعة 44,سكني,1/3/2019,7941934,5000,80,400000
منطقة الرياض,الخرج,حي/العفجه,مخطط/أخرى, قطعة 873,سكني,1/17/2019,7998536,5000,50,250000
منطقة الرياض,الخرج,حي/الهياثم,مخطط/الرحمانية, قطعة 403,سكني,1/31/2019,8054073,5000,29.2,146000
منطقة الرياض,الخرج,حي/اليمامة,مخطط/أخرى, قطعة 14,سكني,1/31/2019,8052726,4355,137.7726,600000
منطقة الرياض,الخرج,حي/نجدية,مخطط/أخرى, قطعة 265,سكني,1/2/2019,7938468,5000,50,250000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/108, قطعة 253,سكني,1/3/2019,7940572,3000,220,660000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/26/ 14/ 4/ 1429, قطعة 34,سكني,1/2/2019,7937227,11197.43,164,1836379
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/26/ 14/ 4/ 1429, قطعة 35,سكني,1/2/2019,7937288,10043.05,163.9999,1647060
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/26/ 14/ 4/ 1429, قطعة 36,سكني,1/2/2019,7937312,10043.05,163.9999,1647060
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/26/ 14/ 4/ 1429, قطعة 37,سكني,1/2/2019,7937322,10865.98,164,1782021
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/26/ 14/ 4/ 1429, قطعة 42,سكني,1/2/2019,7937386,13200,184.5,2435400
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/أخرى, قطعة 12,سكني,1/13/2019,7972614,10147.5,220,2232450
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/أخرى, قطعة 23/5/28,سكني,1/20/2019,8004959,10110,135,1364850
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/أخرى, قطعة 24/5/28,سكني,1/20/2019,8005015,10208,135,1378080
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/أخرى, قطعة 26/5/28,سكني,1/20/2019,8004921,10485,135,1415475
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/أخرى, قطعة 667,سكني,1/7/2019,7954093,3000,300,900000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/قطعة رقم 20/ أ والقطعة رقم 1/ 20, قطعة 62,سكني,1/22/2019,8015664,10249.97,365.8547,3750000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/قطعة رقم 20/ أ والقطعة رقم 1/ 20, قطعة 63,سكني,1/22/2019,8015746,14250.62,263.1464,3750000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/قطعة رقم 20/ أ والقطعة رقم 1/ 20, قطعة 64,سكني,1/22/2019,8015736,10611.26,353.3981,3750000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/قطعة رقم 20/ أ والقطعة رقم 1/ 20, قطعة 65,سكني,1/22/2019,8015711,11705.04,320.3748,3750000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من أصل القطعة رقم 111, قطعة 40,سكني,1/13/2019,7974799,10406,200,2081200
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من أصل القطعة رقم 2, قطعة 733,سكني,1/15/2019,7984334,3000,260,780000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من أصل القطعة رقم 61, قطعة 1766,سكني,1/10/2019,7968925,3000,85,255000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من أصل القطعة رقم 61, قطعة 1800,سكني,1/1/2019,7935137,2500,162.4,406000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من أصل القطعة رقم 61, قطعة 544,سكني,1/31/2019,8054913,2500,168,420000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من أصل القطعة رقم 61, قطعة 903,سكني,1/9/2019,7965078,3000,58.3333,175000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من أصل القطعة رقم 61,عدد العقارات 2-أول قطعة1735,سكني,1/20/2019,8003788,11835.35,76.9977,911295
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من اصل القطعة رقم 11, قطعة 163,سكني,1/22/2019,8013807,2688.73,331.0291,890048
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من اصل القطعه رقم 49, قطعة 3,سكني,1/31/2019,8056647,10010,115,1151150
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة 85,عدد العقارات 2-أول قطعة15,سكني,1/30/2019,8051429,30000,148.3333,4450000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 10, قطعة 36,سكني,1/23/2019,8022096,2000,142.5,285000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 108, قطعة 223,سكني,1/28/2019,8038650,3000,33.3333,100000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 108, قطعة 280,سكني,1/28/2019,8039448,3000,225,675000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 134, قطعة 368,سكني,1/24/2019,8026991,7500,75,562500
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 139, قطعة 39,سكني,1/22/2019,8013295,10000,48,480000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 139, قطعة 58,سكني,1/22/2019,8013204,10500,45.7142,480000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 139, قطعة 60,سكني,1/22/2019,8013031,10500,45.7142,480000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 139, قطعة 66,سكني,1/22/2019,8013287,10016.91,47.9189,480000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 139, قطعة 67,سكني,1/22/2019,8013155,10016.91,47.9189,480000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 2, قطعة 562,سكني,1/8/2019,7959014,3000,195,585000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 2, قطعة 563,سكني,1/8/2019,7959397,3000,195,585000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 2,عدد العقارات 2-أول قطعة378,سكني,1/13/2019,7975768,6000,19.4445,116667
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 2,عدد العقارات 2-أول قطعة382,سكني,1/13/2019,7975843,6000,19.4445,116667
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 2,عدد العقارات 2-أول قطعة384,سكني,1/13/2019,7975925,6000,19.4445,116667
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 25, قطعة 112,سكني,1/21/2019,8006991,10000.37,1499.9445,15000000
منطقة الرياض,الدرعيه,حي/العمارية,مخطط/من القطعة رقم 51,عدد العقارات 3-أول قطعة90,سكني,1/17/2019,7998027,6000,40.625,243750
منطقة الرياض,الدرعيه,حي/العودة,مخطط/أخرى, قطعة بدون,سكني,1/9/2019,7963023,3931.72,4000,15726880
منطقة الرياض,الدلم,حي/بدون,مخطط/أخرى, قطعة بدون,سكني,1/9/2019,7965694,23218,30.149,700000
منطقة الرياض,الدلم,حي/بدون أبى خياله,مخطط/أخرى, قطعة بدون,سكني,1/17/2019,7996641,325313,2.4591,800000
منطقة الرياض,الزلفي,حي/جنوب الزلفى,مخطط/أخرى, قطعة 2,سكني,1/3/2019,7942849,1958.23,51.0665,100000
منطقة الرياض,العيينة والجبيلة,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,1/6/2019,7948735,57456.49,420,24131726
منطقة الرياض,الغاط,حي/حمادة مليح,مخطط/أخرى, قطعة بدون,سكني,1/20/2019,8004916,146744,0.6814,100000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 151,سكني,1/28/2019,8037424,2000,225,450000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 1616,سكني,1/17/2019,7994798,4800,20.8333,100000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 1625,سكني,1/14/2019,7979799,2000,17.5,35000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 1688,سكني,1/23/2019,8022312,2000,30,60000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 18,سكني,1/20/2019,8003576,10000,30,300000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 186,سكني,1/30/2019,8047375,2000,145,290000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 19,سكني,1/20/2019,8003478,10000,30,300000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 21,سكني,1/20/2019,8003442,10000,30,300000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 244,سكني,1/7/2019,7950810,6000,21.6666,130000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 2783و2785,سكني,1/31/2019,8054444,4000,10,40000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 328,سكني,1/14/2019,7976705,2000,285,570000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 38,سكني,1/27/2019,8032302,10000,30,300000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 41,سكني,1/27/2019,8030185,10000,30,300000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 486,سكني,1/29/2019,8042719,5280.36,68.1771,360000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 5,سكني,1/30/2019,8046957,11343.5,26.4468,300000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 522,سكني,1/10/2019,7967564,1500,66.6666,100000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 56,سكني,1/16/2019,7990723,5000,80,400000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 7,سكني,1/27/2019,8030254,10021,29.9371,300000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة 83,سكني,1/21/2019,8006989,2000,145,290000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,1/27/2019,8033324,2339.4,85.492,200000
منطقة الرياض,المزاحميه,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,1/27/2019,8033988,22663.95,52.9475,1200000
منطقة الرياض,المزاحميه,"حي/البخراء",مخطط/471, قطعة 96,سكني,1/16/2019,7993567,10000,45,450000
منطقة الرياض,المزاحميه,"حي/البخراء",مخطط/471, قطعة 98,سكني,1/16/2019,7993612,10000,15,150000
منطقة الرياض,المزاحميه,"حي/الحاء فى بطين ضرماء",مخطط/أخرى, قطعة 106,سكني,1/9/2019,7965019,2000,135,270000
منطقة الرياض,المزاحميه,"حي/الحاء فى بطين ضرماء",مخطط/أخرى, قطعة 579,سكني,1/17/2019,7998615,2000,100,200000
منطقة الرياض,المزاحميه,حي/الربيع الثانى,مخطط/أخرى, قطعة 1554,سكني,1/3/2019,7942843,2000,17.5,35000
منطقة الرياض,المزاحميه,حي/الربيع الثانى,مخطط/أخرى, قطعة 184,سكني,1/10/2019,7968803,2000,29.375,58750
منطقة الرياض,المزاحميه,حي/الربيع الثانى,مخطط/أخرى, قطعة 186,سكني,1/10/2019,7968835,2000,29.375,58750
منطقة الرياض,المزاحميه,حي/الربيع الثانى,مخطط/أخرى, قطعة 1949,سكني,1/1/2019,7936264,2000,17.5,35000
منطقة الرياض,المزاحميه,حي/الربيع الثانى,مخطط/أخرى, قطعة 1951,سكني,1/1/2019,7936260,2000,17.5,35000
منطقة الرياض,المزاحميه,حي/الربيع الثانى,مخطط/أخرى, قطعة 2001,سكني,1/22/2019,8013478,2000,26.25,52500
منطقة الرياض,المزاحميه,حي/الربيع الثانى,مخطط/أخرى, قطعة 2003,سكني,1/22/2019,8013411,2000,26.25,52500
منطقة الرياض,المزاحميه,حي/الربيع الثانى,مخطط/أخرى, قطعة 3313,سكني,1/15/2019,7981901,2000,15.75,31500
منطقة الرياض,المزاحميه,حي/الربيع الثانى,مخطط/أخرى, قطعة 3315,سكني,1/15/2019,7981851,2000,15.75,31500
منطقة الرياض,المزاحميه,حي/السالميه,مخطط/أخرى, قطعة 45,سكني,1/20/2019,8004942,4000,13.75,55000
منطقة الرياض,المزاحميه,"حي/السالميه جنوب غرب ضرماء",مخطط/أخرى, قطعة 4143,سكني,1/7/2019,7954172,2000,7.5,15000
منطقة الرياض,المزاحميه,حي/الشلال,مخطط/أخرى, قطعة 93,سكني,1/8/2019,7956417,4027,186.2428,750000
منطقة الرياض,المزاحميه,حي/الشلال,مخطط/أخرى, قطعة 94,سكني,1/8/2019,7956340,4798,156.3151,750000
منطقة الرياض,المزاحميه,حي/الوسام,مخطط/أخرى, قطعة 181,سكني,1/17/2019,7997717,2000,50,100000
منطقة الرياض,المزاحميه,حي/الوسام,مخطط/أخرى, قطعة 497,سكني,1/29/2019,8043673,2000,75,150000
